text,label
"pOwERShEll -C reg  CoMpARE  ""HKeY_usErS\sOFtWARE\MYApP\SeTTINGs""  ""hkeY_USeRs\hkEy_LoCal_MAchiNE\sOFTwARe\poLIcies\MICROSOfT_554""",0
"STArT /B Reg.exE COmpArE ""hKU\SOftwArE\polIcIes\MyCOrp\SUBKey17"" ""hKU\sOfTwAre\myApP\setTiNGS_265""",0
pwsh -noprofile -c reg.exe save hkey_local_machine\system \\localhost\c$\__dump\sam.bak   /y,1
"reg   ResTore   ""Hkey_CuRRenT_UsER\sofTWaRe\myaPP\sETtIngS\SuBkEY87""   ""HKey_cURrenT_User\SOFTware\google\cHromE_870""",0
"STaRt /b rEg.exE QUERY ""HKEY_curReNt_usEr\SofTwARe\POLiCIeS\MycORp"" /v vErsiON",0
cMd.exe /C reg.exE SaVE   HkeY_loCaL_macHiNe\seCUrIty c:\TEMp\sYSTEm.hIvE,1
c:\windows\system32\cmd.exe /k reg.exe   export   hkey_local_machine\sam \.\c$ackup.reg,1
"poWERshEll -c rEG reStORE ""HKu\SystEm\cuRREntcOntrOlSeT\SeRVIcEs"" ""HkU\SOFtWARe\MyaPp\SEttings_535""",0
cmd.exe /c reg  save  hkey_local_machine\sam c:\users\public\registry_export.reg   /y,1
"POwERSheLL -C REG.EXE QuErY ""HkEy_locAl_MacHine\HKey_lOcal_MaChine\sYStEM\CUrREnTCoNTRolSET\control\sUBKeY37"" /f",0
"reg   query   ""hkey_local_machine\hkey_local_machine\software\policies\microsoft""   /v lastupdate",0
"rEG.exe   UNlOad   ""HKey_LocaL_MACHinE\soFtWarE\MyaPp\sETTinGS\sUbkey24""   /v LAStupDATE",0
"PoWeRshelL -c rEg.exE SaVe ""hKey_lOcal_MACHiNE\HkEy_loCAL_mACHine\sOFTWAre\poLIciES\MicRosOft\suBkey34"" ""c:\uSErS\pUBlic\chROMe_daTA.baK"" /y",0
POwERsHell -EXec BypAss -W HidDEn -C ReG eXPOrt  hklm\sECURiTy   C:\WiNDoWS\TEMP\Sam.Save,1
"reg copy ""hkey_local_machine\hkey_local_machine\software\policies\microsoft"" ""hkey_local_machine\system\currentcontrolset\services_520""",0
C:\WiNdOWs\SySTem32\CmD.eXe /K REg eXPOrt  Hklm\sAM   \.\c$aCkup.REG,1
cMD.exE /c STart /b rEg   ExpORT   HkEY_locAl_machinE\Sam \.\c$aCKuP.Reg   /Y,1
"reg delete ""hkcu\hkey_local_machine\software\wow6432node"" /v path",0
PwSH -nOPROfILE -c reg.ExE savE HKEy_LocAL_MacHINe\Sam  C:\TemP\SYSTem.hivE   /Y,1
"reG  rEstORe  ""hKEY_cuRreNT_USeR\hKEy_local_maCHinE\SofTWarE\POlIcIEs\MICroSoFT\SuBKeY31""  ""HkEY_CURreNt_USeR\sOfTwarE\classES_498""",0
"POweRsheLl -C rEg.ExE Save ""hKU\sofTware\myapp\SetTings\subKEY60"" ""d:\BAcKuP\rEgiStrY_HIVE.daT"" /y",0
CMD.ExE /C stART /B REG  eXport hKlm\secuRItY  C:\temp\SySTeM.HIvE /y,1
c:\wiNdOWS\syStem32\CMd.EXE /K REg  saVE hkEY_locAl_machInE\sam c:\UsErS\pubLIC\reGIstRY_expORt.REg,1
reg.exe export   hklm\system  \\localhost\c$\__dump\sam.bak /y,1
"PoweRShEll -c Reg AdD ""hkCu\SYstem\CurrentCoNtROlSEt\SerViCeS"" /V VErsIoN  /D 1",0
"REg.ExE  coMpARe  ""hkeY_LocaL_machIne\SoFTwARe\cLASses\sUbKey38""  ""hKeY_Local_machIne\sofTWare\MyApP\SEttInGs_322""",0
"StaRT /b REg.EXe  SaVe  ""hKEY_LocaL_MaCHINE\hkey_lOcAl_MaCHIne\SOftwaRe\poLiCiES\mICrosOft""  ""%TEMP%\NOn_SensiTIve.HIVE""  /y",0
"ReG.exe   UnLoAD   ""hkEY_cUrreNT_USER\sOFTWaRE\GOogle\CHROmE\SuBkey99""   /V laStuPdatE",0
cmd.exe /c start /b reg.exe save   hklm\security   \.\c$ackup.reg /y,1
"PoWERsHeLL -c reg reStORe ""HKEY_locAl_mACHinE\sOfTwARE\Myapp\SEtTings"" ""HkeY_lOCaL_MaCHiNE\cONtroL PaNel\deskTop_371""",0
pWSh -noPROfILe -C ReG EXPort   hkey_loCaL_mAChINE\SAm %tEMP%\Sec_BACkuP.Dat   /Y,1
PWSH -NoPrOFiLe -c REg   EXPoRT   hkEY_lOCAL_mAChine\SYSteM   c:\WINDOWs\Temp\sam.SavE /Y,1
POWeRsHelL -COmmand reG  EXporT  HKey_LocAl_mACHINE\sam  \.\c$ackUP.reg,1
